,customer_unique_id,Recency,Frequency,Monetary
21841,1d5284bd00cbc010edbde9788912dfec,204,1,101.22
21842,47a891a1662c1f27cd66c574ad2f4c95,169,4,114.14
21843,cc459e4c17af00c66948ad9d3384369d,260,2,141.23000000000002
21844,8022c80273671be26b6ba3f15e194e8a,288,1,77.99
21845,59bd7b23013a81a32a1bead8996fa08b,268,1,137.99
21846,76c035bf0962d324fb4f8a8dbabaa4a0,293,1,37.27
21847,58c35d38acff62e4db02c16b669c6a89,10,4,107.76
21848,e9199a70926b8f0e73254691a089e27b,105,1,545.14
21849,74960d21c8da9a825f5f24d81fdc7d7d,229,4,322.98
21850,3cbacdbffb7e892903f284940f52e122,278,1,154.18
21851,6bfca63ef6ccdccee94ef0b0f6b6b158,25,1,127.54
21852,ebee9bb9ffc44a917e2dc7135bc38094,12,1,57.6
21853,9d0de98e6804a35e0827de58c2066702,134,1,56.39
21854,edad2400b07f7f0421c2701b545b42eb,80,1,64.22
21855,e7d3b17772a74209d76965c84d5b286d,54,1,1498.46
21856,a32fd99e791dbe323486039bce9ac35e,64,10,348.08000000000004
21857,957501e7037feecfbee1d8d415702314,220,1,162.38
21858,0ba1ea79e3dfc94da6add75a320a543c,29,4,283.88
21859,066d4b591fafe57b3cef590f31e301ac,265,1,101.34
21860,f141afb74e3ff4666b65481cf78aafca,222,1,42.41
21861,9ab2789626eaf27b2065d66b6c35cec3,89,1,117.74
21862,a607acb3f9f31aa3297a5bf4562e16b4,64,1,38.24
21863,293ac991d6633d79c6aef71626015b26,162,1,43.22
21864,ce4630b1709558ea3d46969c4637a1c2,234,1,122.4
21865,a29ea663b245d3b4ae13d710bf8dedfa,331,1,45.0
21866,45e8f61cbc9a30d45cbb5911c6ebf100,93,1,68.13
21867,4b14f6d7972907e14256272aeb905c11,243,1,59.01
21868,d8ced4cd1ff2795a11925d0abd30e4c6,202,1,73.34
21869,d8079e13179a4ba20a2d06c42e713ff9,303,2,191.01
21870,de3e017ab6edaab6a4c0be4198416398,86,1,138.72
21871,72f53729755c1d79da47eb9041f5f4b6,181,1,135.13
21872,bbd43d0032bfd1b0b3bf931c297417d4,261,4,336.2
21873,0c0895448b3819297983ae0de0b1290d,174,1,96.49
21874,48804d0ed0bd01583e1caed259cd5173,25,1,122.19
21875,06830309e5aa3fe04ec416e56e53a4e3,329,1,255.96
21876,f8a9e13bb7da7e1b55b408571fcfe6a3,161,1,209.41
21877,34d692276734fbe19a62da9fe5d1e2b1,115,1,239.23
21878,69625f87b8828043516f9ccc62f8e7ef,197,1,126.43
21879,aeca5150be9e955ecefdc4861b04da15,27,1,39.38
21880,31e2a2013f74538d3ca08b0c24e7e62b,42,1,65.48
21881,7b66d6db53e871c0dc822e6416cbcbbc,138,1,103.32
21882,9f37b1215df84eae065524290b66cba6,201,3,69.12
21883,39b34a4c39d8914f6a4e949170c9b1de,109,1,104.47
21884,d1de6de4060a1ba46e75e9ef8ab06cc1,223,1,367.22
21885,6ef89dc65a3b7430d5a4eda86191efb3,292,2,77.57
21886,4bbc3672e57d465b08ca771be0844ce1,223,1,106.38
21887,879f6c483f822dc770e5ff5c7b0e532a,41,1,1124.79
21888,727ae49cd6f515ed3e014218ce53fa67,147,1,85.27
21889,bd7120211029ff536fe18f17c35a17e6,301,4,312.06
21890,a296cb7b16ea56f1ffe6c09fa429ede2,114,1,65.22
21891,99a8b672dd67ab3b9fb1a94ba8a37ffe,166,1,112.99
21892,fa210935e8985bf6e97244d03125e347,63,1,117.48
21893,1f53b88248f7dd4c47d69eaeb0da3d88,40,1,168.8
21894,999397669bd546fee85ffa4a5124abe3,293,1,37.0
21895,8db7760a0d067abf6b45e81f68e6a223,276,1,138.68
21896,60efa42ea492325976f18c9746c17fc8,106,1,220.82
21897,fd450bd0f888b06ff2bbf2f01f512761,278,1,283.02
21898,c53429ee38cdecc5867ac690de66ab38,27,1,61.4
21899,583acdbf670a4acbd42fb951a037953e,174,1,245.99
21900,4ecd475fa895384081540b4322e94b65,265,1,135.0
21901,d7c6335139cb055ed0ce1125ddc788d8,274,4,599.52
21902,d26636ef59fe895e3791ceb14fbf37cd,218,1,102.64
21903,e0aa6100669afe14db4e356afbf7d744,118,1,113.11
21904,473c779638bdbefee9d8b81d441b8bda,165,1,192.74
21905,8f6628a87734b0a0492ae8259fc96fc2,309,1,115.94
21906,a58bfc5e8a333137df4ee8951f01a17f,189,1,119.25
21907,c4e4a1fe80a28587efe3eef105f24a24,64,1,59.29
21908,dc6b143305939187ecd5f0302d4dbaf0,261,1,64.14
21909,a53594ede109cb674cda0f6b74b60484,121,1,51.13
21910,e38c042fd84e8c9a69d904f5a11c1716,257,2,146.96
21911,4ceef76fd48a927c5cc893ea233c96ce,150,1,121.68
21912,e9f17bb2bba35ecdd7e1053edaa5df54,83,1,86.75
21913,12328d63390726821fdcd8e8b77f10b5,274,2,166.39
21914,62731dc89a8e8ba70048f25adfa5d661,199,1,138.15
21915,7686562207b85f3a952c35789dab3904,327,1,80.11
21916,0e1a55bb482d1a085a3c27d9d6394184,7,1,28.2
21917,2b2d0c9e11b425a1722f121e8031ee7f,295,1,405.35
21918,f95407bbebadeb8eb236153ba339e998,79,2,191.27
21919,41bde58d7d6ab7158dc9f4dff2c0d677,29,1,50.7
21920,5bf17ccb9d018be3b0c2c1987d681352,270,2,101.72999999999999
21921,997afdf7e8d551043ad82f8f354e1a73,103,1,69.14
21922,e063ef265d53421046ccf982e627d690,229,1,44.21
21923,0037aa56b017c105c3a9d47af71fff98,214,1,443.73
21924,b896655e2083a1d76b7b85df8fc86e40,54,3,421.03999999999996
21925,2f118e666b41b76a61d8cdbbc19f7735,59,2,364.63
21926,6a0af14dc28ddd8623d2cc08e51a1592,122,1,819.47
21927,3377cc8994bab907b65292c92f06dcba,279,1,109.16
21928,1ec6c20e33eab249a68194eeaacea816,228,1,117.97
21929,64b2459cc2e466183c35d84d361329c5,85,1,62.74
21930,84878dd72193c6b08a3c5bfd8246ad0b,307,4,310.28
21931,ecb2bbf5c566fab74d5ab5f3cfd2ba19,114,2,102.13
21932,d44af08e4d64c9d0293247a42022d45e,281,1,41.79
21933,3a08d60f664d4e68eeb58fc102e012fd,279,1,112.71
21934,3d24f8153934396ca881e3124da2dfff,112,1,102.27
21935,2ef358f042e285619ef558f94dca7c43,63,1,166.05
21936,3a65a0b7fc255e67261cca1112bc3c1c,127,1,84.13
21937,7e84fb4ecab81f49ba6bae5a84d9ea77,112,1,56.39
21938,d06745595c439d22b6010eb4a6e86c98,138,1,398.66
21939,26e025af2347c3968f6a578f853a9da2,106,2,413.12
21940,4afe0d8251852833cb34207de8093acf,117,1,612.54
21941,8d97108dee54bbc1cb34abd9a180df3b,227,1,131.08
21942,8649cd4e5a387172f12f3fc23ff22168,218,1,65.09
21943,fe3e52de024b82706717c38c8e183084,29,3,72.14
21944,a3ecc23b4a266706c0e84855acac58f1,36,4,347.96
21945,ad5dccfee30bc06e904e446616419ff4,269,1,1424.45
21946,4e2fac6a060c99fe262ee10ee56600ce,222,9,884.3399999999999
21947,28159e14ccceb47cea801c301b8b102d,260,1,56.78
21948,34242a65c938e964effe83fd0eb7b7f7,306,1,82.7
21949,3b0c18c354c635be668723f7157008f7,323,1,72.43
21950,1014d15c8d8c55d94f4c7e7f0d46c4ac,185,1,70.44
21951,601da5f0ab9077abc24c7f313247f9df,207,1,362.65
21952,df29788bbef195896f1f227e769f9339,63,4,257.48
21953,c37949d3e8ef1321de783f3e18aeb14e,209,1,84.82
21954,a45774c5f77f3d193b2a2ec8751d4880,8,1,565.08
21955,b8f01be895ce1861948a28a2663d8a9f,12,1,284.89
21956,bb1ec977653e39fc0d81d7850757b87e,56,1,64.6
21957,5dbba6c01268a8ad43f79157bf4454a0,192,2,496.87
21958,d9f8d6be11fb416742c9e35e725303f7,282,1,2938.17
21959,0e74bd7c786672a0bc560877923b3a2f,213,1,49.27
21960,1bf243d069586280c1e7513c8e05b98e,243,1,315.84
21961,063e49729893316888b9e49bce568580,46,1,55.36
21962,d992b40eb2727a8303d1358622c66a2c,52,1,34.35
21963,a54ebab651b08ecfd884315d3934702d,109,1,67.72
21964,eb9bde9fdb1311f9359ac51e05173d60,6,1,65.93
21965,e5a1f69236976ffa2896edfd0d716b7f,259,1,112.14
21966,8e458d0afa34eb157350d6b4fbf22ec9,276,1,130.06
21967,3205570e65d79d6387ed7c49f178f3e1,256,1,65.87
21968,e54832ef8448e73932747f7c24342587,166,1,57.29
21969,ba7fc35b83be44e57d7e8f96bea6d80b,225,1,1030.83
21970,ea046dbb36d4b15b577065b530a08ec3,107,1,69.32
21971,d7058caf943240f4367a4655b6a5ba72,263,1,74.17
21972,8fcd817e31a66f647309351044617cb3,68,1,86.66
21973,88dfed4403bb0ca4480fac0c0975b6ff,195,1,55.24
21974,967f2df110ed3f215112b43a13f26f61,237,1,45.0
21975,6ba812cae0dbebe46cabe62b1a77b91b,12,1,89.21
21976,5701afd1def4cc91c980033a1f504635,223,1,439.72
21977,033423f2b5c8167932e146b09374e3ce,194,1,43.47
21978,bcc11dae733cd4fc4fc23f5b9e929e96,84,1,216.94
21979,e9a79e74f1dcd2b7b6dbed7469326104,331,1,66.1
21980,7bfae7311f8111ff2fff8fda5faa94eb,229,1,45.09
21981,07bf560f72be1e670efa23930e50970f,107,1,219.38
21982,298a850c590b9242da757d040856fff4,197,1,55.6
21983,7ff0d91bc8ac4eee9a567db3475b0b62,190,1,53.01
21984,38941a0aea64baf8a13882808742616c,83,1,477.09
21985,309cefe2828348f0bba9a66189da5b26,8,1,106.31
21986,b0396f8cc8528e8733f12ecb799fa200,104,1,27.38
21987,3f92c696e9b3d2f871fb771eb98b5dcd,30,1,52.04
21988,a438f83805f67b26a97db7536b3a35e3,301,1,95.26
21989,0f497dcc6312759f2f8b49ac5e1e6dad,162,1,55.36
21990,d017cd90b970aa210799f2a4e6fdfb0b,63,1,61.4
21991,1004c2882ad356c7e8532c14f1b08e63,20,1,87.52
21992,383644b9cda10a290a1310e6abb57986,127,2,120.03
21993,28935e1d8a60128ac5940dbaecacbece,311,1,42.59
21994,66b609f84df5b48c06e4c2fee0c1bdb1,97,3,58.31999999999999
21995,3da879aff3fe48d6352d2ed09e4a4ec5,276,1,228.71
21996,53aa8b765c8e7788639cc0003713c703,160,1,37.38
21997,07f26b75fe1d40a4a43cc34849fab730,176,1,163.69
21998,503183539a4cde9ff1be148be92d9fe4,134,1,64.23
21999,8dade800ec5d6fd0710314ad4209a8c8,239,1,200.59
22000,c84c181b8a6b3bd195f64cb1b0e40c34,42,1,87.47
22001,73c2643a0a458b49f58cea58833b192e,298,1,711.07
22002,257a0a891aa05c945617ad8f097645bd,235,8,909.44
22003,23522c7edbf6c549577add0accf53f2c,211,4,160.54000000000002
22004,a583892de341c9fd79ed946ca24bb0bb,180,1,279.08
22005,d2ebf7e1ac744c96ba6e3a80e466518f,294,1,108.19
22006,dd9da07aaafd77376514d3031c8260f8,23,4,195.72
22007,8171af51c2a8d4d1e98dab0f260c57d9,66,4,180.7
22008,2896f1745be8cf4f101e68fcbc167250,124,1,167.92
22009,c1d4e6f1d2d9aa0a947b6b0c42b5597d,287,4,144.36
22010,fb8fa768aa555a031e83ca4cad6cebb6,180,1,48.08
22011,56e603c1c751e09f59fdd74009ba5094,89,2,121.9
22012,43f797685f3789d5d81995ec61777b95,296,1,70.57
22013,c8003923bd1dd8512c7ec0a94a215366,302,1,55.24
22014,15b2459300f0b85b233d798c23552cee,181,1,434.76
22015,8562770c0cd90105e7442254225dfcea,228,1,139.8
22016,4f477c554c5bd165f95d62b409ac6425,80,1,43.13
22017,58ce9a3763e87da8572269d62c54f343,28,1,52.92
22018,1356c7cceef6a2fb0c137a4ba41f9142,5,4,324.12
22019,6b7c2636ddb94b913355a4828a0cd1b1,309,4,245.56
22020,c5c65dc72006fffa3c07a8884e595e71,324,1,43.68
22021,c33e87f964dd578b02f7208c4bbf9260,179,1,817.15
22022,a02152088bb8e51eaa946218a8e50744,28,1,55.86
22023,62625d7a044658340f83435adadd1aeb,83,1,164.79
22024,47f9bd96358d16da13b186867574642a,306,4,1556.88
22025,13510b0dcd1f956dbdcb358d68615455,277,9,350.96999999999997
22026,47aa035ed023cffd3ade1ea0ca86eb25,331,1,37.1
22027,5806bc4407f79e8de3fa8324c3313476,76,1,46.16
22028,c3a9f9f16cdd36937a0b858eb02933df,125,1,35.13
22029,2082c1f1219c35db8a261e39aba10df9,331,1,131.61
22030,b79dd50053e999b7f483671a3dee4a4d,162,1,24.38
22031,adcd4db76139274c3d9e3d84f550c1e6,13,1,143.21
22032,eaf03278d1b539d634570a0a47f8fe97,56,1,97.86
22033,27b29aaa8917271b8828dcf0dce5567b,155,1,32.58
22034,bf1fa3f5c3bb2ded620844743e4dd153,97,1,46.61
22035,b21368cd6c353d45e66f61c1ce391841,146,1,148.13
22036,22d5281d79e54f3fe69b327fab808a26,164,1,488.15
22037,463879dc0f781a8eecd4bfac763b5e6b,277,1,88.11
22038,f86d945eb9f57db4ef44bb3a85a14dbf,116,1,248.28
22039,6e95ac81103a89d1acb04d8be810ba69,103,1,91.28
22040,7870ae3e0c158a19f7cc75fdb0dd1fb1,238,1,243.56
22041,9063fb891289bc5ce36d6f60fb54a3c9,157,1,163.98
22042,abe6e71cf427fdd91fb41fa6a6cd2fb8,126,1,49.71
22043,327d91f6f1244d24991a20da9f2ae6fa,59,1,45.81
22044,0b8f908a3b8e307be5c917414bc8275d,260,1,1031.69
22045,63f2c38081ac46cf2f268b32ea5e6525,244,1,100.34
22046,a231ee7025abb261889cec712e1cac91,133,1,28.13
22047,3ab5aca40607efa3d15d20637f81d42b,21,1,417.98
22048,34943ee2359780e0c9757c208a53040c,292,1,64.1
22049,c40ce56c2c25e63abdf01bcce654e2ec,179,1,134.39
22050,49db5ff32556ff3ac0123ba825bdff2f,161,2,101.02
22051,e02f8929fc8818e3fcaf12c9e04247aa,166,1,53.22
22052,2014ec1b0056f51cfc268c9a868f113b,255,1,75.17
22053,0609a9ba59ed54c5217df763d23fc015,131,1,84.49
22054,ce6adb9b3e23ca6736f4b3d6038385f6,131,2,200.47
22055,ee8f40b7a6867725cbf3064943ba9eeb,217,1,83.7
22056,36c034eca79dee8e369009094ae56cb6,97,1,151.95
22057,50c331e195b1b8f694e1a20c147b0539,23,1,159.68
22058,601a54055bf3fe7328d40f87be6a5a26,96,1,97.18
22059,20a8058e62348ed0877e1bf9556164bc,208,1,27.84
22060,a195349898d3650220bdbe257781629d,173,1,154.92
22061,d88ac7d12d517ebf0442f370187012fa,150,1,483.43
22062,2c38c0c912edda3bd4bd1c9f70d84fdf,277,1,99.15
22063,76d8a7cc837890edbf3b7b2d0b09064e,9,1,40.15
22064,26c0a3487b440f97fc3a460729ba2577,216,1,110.69
22065,5a3f5fbbab137680e842172402d2f291,14,1,42.5
22066,bdaae7d0dda6bb655f833ebdceaf178e,109,1,199.0
22067,1769bc0645277bb44bc08cd0afead2d4,119,1,115.6
22068,4797a596b20a5eb51ae04137df74519d,144,1,62.03
22069,bd44b9351d3b3ede95a049b95f091b88,261,1,197.73
22070,7760f3daad9056282dcd18e57b61521e,112,1,58.13
22071,0880a12c3591cb1e3f6f23567adae7c1,117,9,663.36
22072,57fc5eab82225c8799e739fbd8c4875e,307,1,36.78
22073,19184372884d2304b4ff266b4d6e716c,11,1,123.75
22074,bbb33ce14486df60882804a8e58fd5e1,71,4,219.6
22075,18811c75f8fe5d63cf4770f9a9b5649f,87,1,68.19
22076,c491d7725de3b32529b2393247767d55,270,1,66.01
22077,33e8451a9a9054569fcdf978b6e289b0,115,1,159.45
22078,142c276eb948e03f3755b804bcf11109,168,1,243.11
22079,dcdaced133f33e9651ddfe73b2350156,221,1,143.83
22080,c711e0c6b9f24e48cce494f5c29230a0,198,1,63.97
22081,1a9158f945b8ac2cb629aed2c0711778,213,1,58.6
22082,cfd343626f212446489ea72ca29c8e3f,237,4,343.56
22083,1a51e2f94d8a735e9d52c5a50011c4e5,67,1,126.76
22084,6c396da7d1bdda5f0e9c7f3ab4fc7875,100,1,157.78
22085,fce15f707f36136d799b7eb0b8df9617,106,1,144.48
22086,fbae6016660678a3da410f4dac244dac,256,1,219.03
22087,88d587f6cad231918c63f6eacc05249c,167,1,43.78
22088,b9e7338660d73f5859f01679923b475b,244,1,36.78
22089,bc613fe9185f3c7e3a232a3c190baeb8,328,1,212.73
22090,863a1f1d3e8cb3ba2c5235aff0b4f157,114,1,81.78
22091,9d2ce111f0f71e84ff66d19cca09dd5b,122,1,40.13
22092,407fa16a7b4705356b6b3ad62721dad7,80,1,72.4
22093,5ed8835d5dc17db8bee98a07201fb461,203,1,96.8
22094,13114b7039d1178989356b1199b3cd90,318,1,105.08
22095,ed240c4c9c5f4b95f7c6561bc00c7993,165,1,58.13
22096,6266c3e2cfdbd83d0bb08a5b726e3868,159,1,34.13
22097,3292372a55b3c98a492fb649633cad3d,80,1,153.09
22098,30f7e7ceee845b278bd125796a1576d7,183,1,32.38
22099,24706c6b28bdb36fe53c7c003c99d492,151,1,163.64
22100,fd9c9d8749551eb44b8cf0ae092c92e1,36,1,156.64
22101,6b972012f5395bd7da08916e088b6049,277,1,49.53
22102,0918f0b299855c65048a0f0b1adb5f8d,120,1,156.48
22103,6b663f38a6b717c09f4dca07f546fe4b,39,4,463.76
22104,dfdeced6db731c8e748c4bab4960ee4f,245,2,108.18
22105,63206b6879a3bba6161254b60d6dc82e,237,1,82.98
22106,775b8ea9b67152d0bbd37719da14e13b,280,1,41.2
22107,5656a8fabc8629ff96b2bc14f8c09a27,271,1,28.13
22108,04e9f64126040e692ecd89cac744fca2,102,1,17.29
22109,6ec219f9ffa6328adeda7331aefb6224,162,1,209.12
22110,843e80aa83a944d60e7e46829fdc17a1,210,1,319.11
22111,bc90680c3e9d19b1b5db65aa15df42e9,227,1,112.71
22112,ad44c5517b7efe74b8f797c1d6ddc982,181,1,138.6
22113,7b70964e890173f39c36f37362387d13,45,1,49.92
22114,4972d96e925aac84c049a47da7053333,226,1,162.55
22115,d0444d99c8704548c21aaac16c39ec71,87,1,556.12
22116,84bf9ae18880da8c86213d17a1bf9f4c,135,36,1649.88
22117,0a5f289d0908859e4f749900cfaa6eb9,126,9,1644.9299999999998
22118,7c6e0e21b9752423cc91a149fcb015fa,110,1,67.22
22119,35d68a3cffde6623481e49668e51ae08,113,1,38.13
22120,288bffdb3e3373c0813f6ce3e1f85bfa,107,1,79.05
22121,a0b50063ebe682edcf2c6e0dd56ff3b9,58,1,61.32
22122,e9882c71ab1e59b6c58e456f638a953a,286,1,110.02
22123,1d12d8ff1302aa8b37271ff5ad5d3a4a,312,1,149.9
22124,88f994e308b037460dd6f7e4cae770eb,29,1,490.1
22125,728a151b4593fb7ae0787158df28752a,84,3,188.94
22126,4fdc62ec0c92703fde661756400e686d,71,1,876.24
22127,4fbbe3e555c12c6fb7184b3e2d04fb49,83,1,209.96
22128,ede9a99e426542fb5aa89cc16c8d1e34,234,1,183.12
22129,be4d9d478982283077c4310a809c350d,196,1,83.41
22130,8cc552ee9ad72129a85b102a7781ac75,81,1,163.47
22131,a267191e13807d158926cae6307fa9df,248,1,64.1
22132,1d1f937e9dfe0078844a18cabfa1afc2,223,1,64.0
22133,3af47731e7b6eabaee29e5f328652714,176,1,478.18
22134,218798a3387a73290378e1eeea310aa7,162,1,76.38
22135,2cd86e8f1c726a848fa120e93b7d4b23,77,1,156.19
22136,10a019fa89b5f15af81109bbbd7b02f3,232,1,106.87
22137,f48c4fb9144d9d73f66d664d3ae82da5,166,1,42.39
22138,d8152f4062b7942bed758c757f8c2102,36,1,228.25
22139,01e4f76dbf261176b87ed09f6803c596,175,1,413.02
22140,81baeb6a283787838ed66dce745e8201,115,1,109.7
22141,b7474898d0dccad79a77bf2b0d23bbab,82,1,139.75
22142,7ecaafb89ece2289f5379f5cfdf94d8b,72,4,306.26
22143,79ff5d9ba6dc750760a809b0a84d3397,55,2,312.78000000000003
22144,be3d8eb606dba13a902ed67389d38366,318,4,1037.44
22145,796a27b914fb9daae69864e99e828634,231,1,161.8
22146,f46233d0effc58fb659e2c7e3afddef3,143,1,28.39
22147,bd6edf3d91f94448b859f6938d7c8369,237,1,89.05
22148,c39c28b8ce3b154806a11311d4bddc1f,7,1,39.27
22149,86618766c9dacd2ccd49fb6492ddcbbf,232,4,329.66
22150,64486bf653abe2d395affb980587b5a2,14,1,86.44
22151,7e271012124fd5cce39d23dc7068c0ad,156,1,33.22
22152,e431c6ea02614d2a3d6ab4f6b8f0a37f,279,1,68.66
22153,15d5cb0a0f50f613cead2be97251e823,250,1,313.22
22154,bbee5d038ceb6e7bf6af5b98b6532f2d,65,1,46.2
22155,77738e989de17039b44d3f90e6d962ae,72,1,92.04
22156,11f38d03ecf069e299766b4e29572e43,176,1,92.89
22157,4a080fbb39cea0bbc34236191a82140a,259,4,669.96
22158,5811acd4bae8dc09af9fa10402d1472d,34,2,205.42
22159,b878e86e18f53b618d7335d950d268d6,130,1,154.13
22160,32788468d0b9ff196663c5659861c8db,21,1,141.65
22161,d24defcac9073348079649567781f761,265,1,105.38
22162,22e2a6909c8debb64e8560df49a25260,38,9,735.36
22163,2c8902a45e7bbf222692f46e0e9e5513,189,1,145.58
22164,6c124e9edab5dab65a8f9a2a8f5686f5,169,2,163.89
22165,57fe6b60da64927a2c5109c933e4b748,68,4,470.52
22166,026d1aaa74457b39204f1ee240db2bc7,317,1,65.24
22167,065f8d269e0518c6a8cf04149063a2e9,100,1,87.32
22168,796bcd966e5d0272abe040712ca6034f,6,1,173.7
22169,cd4e9fe61b979b8758a910b68e0bc9e6,10,1,72.99
22170,1968a0403206d266c43b8fdeb9b441fe,196,1,27.27
22171,a2db25ea135165c845f262fe610cf905,172,1,76.98
22172,6688da725b1d2d94265623bbd319ac9a,286,1,176.36
22173,934c19eeef04da89928f995df85cf3f8,231,1,249.56
22174,50897acc647f0a1abf484de847912a48,233,1,40.01
22175,9a76f076b79071e6ad5a3dc99acc99e6,234,1,33.1
22176,20e4e4300a8e89f51185aa4d5243388d,119,1,48.22
22177,9dcd4e3d159ef86072afb542f17d5641,271,1,49.69
22178,8383675fece8dff5aa240aa875e5ba4f,64,1,45.19
22179,7059102c8d28a87a84e645a7e6784fc4,188,4,118.72
22180,a7c9c27c939f750a01aabf3a014051d8,244,1,144.56
22181,605eaf991e19c9d172ac44ea5cc337a8,18,1,186.77
22182,033487b7bd35e93687ae4641213e810b,232,1,35.77
22183,a0f9ad7b94fe7fa0a6e34cbbf5b3764f,161,2,127.15
22184,ebd46d8419be982109941935f7c0a6b0,64,1,87.38
22185,2c1fd85b76dbae1183e7f72866dde523,40,1,131.76
22186,2477493cd0ffd29ef87933e32466fb8e,210,1,135.51
22187,978fb8df97c474040dcf99cf41fa8a05,188,1,160.16
22188,a9230d79e397fb71fa526975917bf449,22,1,48.21
22189,c0ba4d398c1d01060e39dddd27c92388,227,1,230.12
22190,7071f134576300e40d85ef3d47556d22,79,4,126.44
22191,cc600bdf917663330ad986092b9cb8f5,64,1,112.42
22192,de1bffeed7378cd6a7be668c0496fb3d,20,1,62.11
22193,49910372b68e54a7d85f83ab77637810,175,1,157.53
22194,73728081e6219eb2e8cb34c85ed90c41,135,2,64.28999999999999
22195,0ac3899e77ef2167267927ffc100a106,141,1,58.34
22196,733cbc1c0cc854c339926c7f3510191d,162,36,1264.68
22197,19a16d1ed9ac39eacc3f8ba2aad13898,310,16,1241.12
22198,73554a324f228b8dcce5a677f300f7a0,128,1,88.9
22199,9947c0ed8bf41cd508a78da36abc1d41,308,5,245.16
22200,dd50e82d933fda90b62adbb0f15705d2,91,1,67.15
22201,6a3a1de50e1fc7374c2156d4c022f849,185,1,276.57
22202,968873b8db44cda568ea8c9896e61c80,317,1,172.52
22203,0139d2cb6ca3b630b5833d49634d328e,286,2,133.96
22204,0079b50e9f77c1148b472818f92eaebc,275,1,41.69
22205,8beb6684c9cdfea633ec7f48e16f1a84,117,1,43.18
22206,eef634984422c1a1edd23e47e03a94ac,177,1,67.92
22207,7dd163b8e3d4e09daa9e16091dd6dd26,119,4,542.48
22208,cf5b61dfa3bcae70246f0ee9e31aafeb,261,1,63.87
22209,c593b1305c5f3c530b354ed703f1ab36,118,1,199.0
22210,22dde33dda11551ecfd0973eeeab36f6,188,1,71.04
22211,6dda77ce7d03b1b6a7cae2a037be41dc,8,1,349.99
22212,a982bd0fec12d781fecd9f1e17cb81bf,184,2,609.6700000000001
22213,5994d2b33880c3b026f1144c32947521,261,1,197.31
22214,bf8ab3ba6ca853953bd935b022355cf9,308,1,91.97
22215,84030c68114a33d29893d58886a36796,191,1,466.9
22216,29eb90999e5256f4e560edc0983ae64d,99,1,125.45
22217,f90565e54166a176b1543b72c2efe04f,269,1,38.72
22218,dbc7e362e13dac66a593427730b24299,209,1,49.4
22219,20c5e748328d5c885b35577b565828fb,279,1,312.59
22220,4f38430f29d7d8a0ea7902693ef782ae,141,1,186.0
22221,7e8dbb60780a4fa95996d1d14a9bca40,112,1,108.59
22222,3bb2ce27d2180fbe3a27d6a93b6890d3,12,1,46.27
22223,18f712b6345db3bfdbb435f03a3eeb40,224,1,65.09
22224,eb79b6c6dd8c3d42feebdff7ee130eb3,162,1,100.44
22225,425c20fcf08344967155a3d44d46584e,112,1,128.34
22226,85b940e2a3b147cde0f6e19990dc5cb5,261,1,94.4
22227,3f9f86a6984d8f632c8bd9ab3a11dcd6,108,1,73.2
22228,155b7286ce86009c8902fd815243076f,223,4,513.0
22229,74c1b37b9f9b2405c4cbba42ab2ea996,27,1,63.55
22230,06829e182be2609627cd918335952cfe,58,1,168.41
22231,4f6756b26fb93a1a7874f52111830b52,137,1,122.12
22232,7ac70e85ee5c115fca1147ee0f59616e,40,2,367.59000000000003
22233,d622955eb0c31f35b12751ac265b5bce,30,1,33.22
22234,157876073aaa5d005e429235e1d56983,243,2,78.28
22235,89776c465a0ab09f6c427c2b7957ab94,204,1,88.75
22236,3497996a8d827e81515149d746a4c9c4,175,1,187.96
22237,57364d9e6d7f13cd03c62cb7a6d28e7b,289,1,58.99
22238,9df783c5ccd1c3fdd2844dff2b00269d,139,1,87.16
22239,f437fb14cbec4f465f565fef77463f52,108,1,234.39
22240,bc7b75e044810e4c6c4f7e44626e52c0,139,1,149.26
22241,715cc5a8fd39ffc4c3fc9b838c65e42c,42,1,147.0
22242,6fc93f2fa8e88b7ae9dbe66f0410aaba,21,1,134.14
22243,96f0bd7c0b8f3a45218e8cfda077aa46,314,1,78.62
22244,a2cb67b24e7062f1163616db07c065fe,179,6,109.11
22245,555d8f4f91a1b277371ace3decd9b1f6,127,1,209.92
22246,41bb6130807720a6cd8fede636321fb7,76,4,737.92
22247,74f02f1c5cd4160304d930e81b77dbf2,269,1,122.8
22248,e06af2f2e6365ac2b1b64ee77582a374,222,1,177.49
22249,4984b0545c3e1df52cfede6aebb13e42,217,1,47.78
22250,00c1d73d161e74cfbe78975c1a2ba2ff,124,1,57.93
22251,d9753ee791ca40366938d2670470ab82,167,1,58.22
22252,13df7eb64b9577ce07a5e767e24bbe64,277,1,118.1
22253,2e3991c453b7a3b24907879771ac7818,27,1,701.85
22254,9b49001bc293b58c701a1538f60dff28,307,1,723.72
22255,f8dbdfd7b657946bf71282c2be8bb985,162,1,52.26
22256,51a84d5d858e6d3d5585663267a9ac08,299,1,62.0
22257,bc0cc7fd03864119501b931413dde0df,111,2,194.06
22258,e78c7d74e386f46e9c5a0ea2821873ea,183,1,69.31
22259,7448da86d2bf3d1eedd9712336f8a49e,16,1,116.18
22260,1925cc188b54d035fcdcf391546a675f,272,1,175.82
22261,449c102b7926fd08fbfcbb387a6e404f,219,1,72.53
